name;parent;categoria;descripcion
Gekkonidae;Gekkota;Familia;Geckos verdaderos; lagartos nocturnos con almohadillas digitales adhesivas que les permiten trepar superficies verticales lisas con facilidad
Phyllodactylidae;Gekkota;Familia;Lagartos de dedos de hoja; escamosos nocturnos boreales y neotropicales caracterizados por expansiones foliares en sus garras digitales
Sphaerodactylidae;Gekkota;Familia;Geckos enanos; incluye a algunos de los reptiles más pequeños del mundo, de hábitos diurnos y pupilas redondeadas
 Amphisbaenidae ;Amphisbaenia;Familia;Culebrillas ciegas comunes; reptiles subterráneos sin patas con cráneos macizos adaptados para cavar túneles compactando la tierra
Teiidae; Teiioidea;Familia;Lagartos americanos activos como los tegús; carnívoros u omnívoros veloces de lenguas bífidas largas de aspecto varanoide
Iguanidae;Iguania;Familia;Iguanas verdaderas; reptiles fitófagos robustos de climas cálidos americanos provistos de crestas espinosas dorsales y largas colas
Polychrotidae;Iguania;Familia;Falsos camaleones o anolis arbóreos americanos; pequeños lagartos capaces de cambiar de color con llamativos sacos gulares
Tropiduridae;Iguania;Familia;Lagartos terrestres sudamericanos adaptados a hábitats áridos; terrestres veloces que menean la cola verticalmente como señal social
Hoplocercidae;Iguania;Familia;Lagartos de cola espinosa arbóreos neotropicales; utilizan sus robustas colas armadas de escamas puntiagudas para bloquear madrigueras
Diploglossidae;Anguimorpha;Familia;Lagartos de cristal americanos; escamosos de cuerpos alargados y extremidades reducidas con escamas osteodérmicas lisas sumamente brillantes
Helodermatidae;Anguimorpha;Familia;Monstruos de Gila y lagartos escorpión; los únicos lagartos verdaderamente venenosos, con glándulas salivares modificadas inferiores
Boidae;Serpentes;Familia;Boas; serpientes constrictoras no venenosas que retienen vestigios de extremidades posteriores en forma de espolones cloacales anales
Colubridae;Serpentes;Familia;La familia más grande de serpientes; agrupa especies mayormente inofensivas de escamas lisas y pupilas típicamente redondas
Elapidae;Serpentes;Familia;Serpientes altamente venenosas con colmillos frontales fijos; incluye a las cobras, mambas, corales y letales serpientes marinas
Hydrophidae;Serpentes;Familia;Serpientes marinas verdaderas; elápidos adaptados al océano con colas aplanadas en forma de remo y pulmones alargados
Viperidae;Serpentes;Familia;Víboras y víboras de foseta; serpientes venenosas con colmillos retráctiles largos y cabezas triangulares bien diferenciadas del cuello
Cheloniidae;Chelonioidea;Familia;Tortugas marinas comunes; reptiles marinos con caparazones aerodinámicos y extremidades modificadas en aletas natatorias no retráctiles
 Dermochelyidae;Chelonioidea;Familia;Familia monotípica de la tortuga laúd, la tortuga más grande del mundo, con caparazón coriáceo flexible sin placas
Testudinidae;Testudinoidea;Familia;Tortugas terrestres verdaderas; caracterizadas por patas robustas de elefante, caparazones muy convexos y hábitos estrictamente vegetarianos
Chelidae; Cheloidea;Familia;Tortugas de cuello de serpiente australes; pleurodiras de agua dulce que cazan peces mediante una rápida succión mandibular
Pelomedusidae; Pelomedusoidea;Familia;Tortugas de cuello lateral africanas; habitantes dulceacuícolas estacionales que se entierran en el lodo para estivar sequías
Alligatoridae;Crocodylia;Familia;Aligátores y caimanes; crocodilios de hocicos anchos y redondeados donde los dientes inferiores quedan ocultos al cerrar la boca
Crocodylidae;Crocodylia;Familia;Cocodrilos verdaderos; grandes reptiles semiacuáticos con glándulas salinas linguales funcionales y el cuarto diente inferior expuesto externamente
Gavialidae;Crocodylia;Familia;Gaviales; crocodilios piscívoros especializados de hocicos extremadamente largos y delgados repletos de agudos dientes aguja finos
 Archaeopterygidae;Saurischia†;Familia;Aves prehistóricas fósiles de transición del Jurásico que combinaban plumas de vuelo con dientes y largas colas óseas
Struthionidae;Struthioniformes;Familia;Avestruces; las aves corredoras terrestres más grandes y veloces del planeta, adaptadas a llanuras áridas africanas
Casuariidae;Casuariiformes;Familia;Casuarios y emúes australianos; aves no voladoras de plumaje denso tipo pelo y cascos óseos cefálicos protectores
Dromaiidae;Casuariiformes;Familia;Familia del emú australiano; grandes aves corredoras de patas tridáctilas potentes
Rheidae;Rheiformes;Familia;Ñandúes; grandes aves corredoras no voladoras de las estepas y llanuras abiertas sudamericanas pampeanas
Tinamidae;Tinamiformes;Familia;Tinamúes u oportos; aves terrestres neotropicales voladoras primitivas de plumaje críptico y asombrosos huevos de colores brillantes satinados
Apterygidae;Apterygiformes;Familia;Kiwis; pequeñas aves no voladoras nocturnas neozelandesas con agudo sentido del olfato y fosas nasales puntales
Cracidae;Galliformes;Familia;Paujiles, pavas y chachalacas; aves galliformes arborícolas neotropicales de colas largas de gran importancia ecológica forestal
Phasianidae;Galliformes;Familia;Faisanes, pavos reales, perdices y el gallo doméstico; aves terrestres robustas nidífugas de plumajes masculinos ornamentales ornamentados
Anatidae;Anseriformes;Familia;Patos, gansos y cisnes; aves acuáticas de picos aplanados filtradores y patas palmeadas adaptadas a la natación fluvial
Anhimidae;Anseriformes;Familia;Chajás; aves anátidas terrestres sudamericanas con picos de aspecto gallináceo y fuertes espolones óseos en las alas
Spheniscidae;Sphenisciformes;Familia;Pingüinos; aves marinas no voladoras del hemisferio sur con alas modificadas en rígidas aletas propulsoras buceadoras
Pelecanidae;Pelecaniformes;Familia;Pelícanos; aves acuáticas piscívoras con picos provistos de una gran bolsa gular elástica para capturar peces
Ardeidae;Pelecaniformes;Familia;Garzas; aves zancudas de patas y cuellos largos esbeltos que capturan presas mediante arponeo rápido en humedales
Threskiornithidae;Pelecaniformes;Familia;Ibises y espátulas; aves zancudas de picos larguísimos curvados hacia abajo o aplanados en forma de paleta
Sulidae;Suliformes;Familia;Piqueros y alcatraces; aves marinas pelágicas que cazan lanzándose en espectaculares picados verticales a gran velocidad oceánica
Phalacrocoracidae;Suliformes;Familia;Cormoranes; aves acuáticas buceadoras de plumajes permeables que deben extender al sol para secarse tras pescar
Anhingidae;Suliformes;Familia;Aves serpiente o maras; buceadoras de agua dulce con cuellos delgados que nadan con el cuerpo totalmente sumergido
Fregatidae;Suliformes;Familia;Fragatas; aves marinas de alas inmensas que practican el cleptoparasitismo, robando comida a otras aves en vuelo
Procellariidae;Procellariiformes;Familia;Pardelas y petreles; aves oceánicas pelágicas con fosas nasales tubulares superiores adaptadas para excretar el exceso salino
Diomeidae;Procellariiformes;Familia;Albatros; las aves planeadoras de mayor envergadura alar del mundo, capaces de pasar años sin pisar tierra
Hydrobatidae;Procellariiformes;Familia;Paíños o petreles de las tormentas; diminutas aves marinas que parecen caminar danzando sobre la superficie marina
Ciconiidae;Ciconiformes;Familia;Cigüeñas; grandes aves zancudas planeadoras de picos pesados que carecen de siringe, comunicándose mediante el crotoreo mandibular
Charadriidae;Charadriiformes;Familia;Chorlitos; pequeñas aves playeras de cuerpos compactos y picos cortos que corren frenéticamente por litorales arenosos
Laridae;Charadriiformes;Familia;Gaviotas y charranes; aves marinas e interiores muy adaptables de plumajes blancos y grises de distribución cosmopolita
Scolopacidae;Charadriiformes;Familia;Playeros y agachadizas; aves limícolas con picos largos sensibles adaptados para sondear invertebrados bajo el fango húmedo
Jacanidae;Charadriiformes;Familia;Jacanas; aves de humedales con dedos extremadamente largos que les permiten caminar sobre la vegetación flotante acuática
Burhinidae;Charadriiformes;Familia;Alcaravanes; aves terrestres nocturnas de ojos grandes amarillos y plumajes crípticos que habitan planicies secas abiertas
Opisthocomidae;Opisthocomiformes;Familia;Familia monotípica del hoatzín amazónico; ave herbívora cuyas crías poseen garras ala-res y digieren hojas mediante fermentación forestal
Columbidae;Columbiformes;Familia;Palomas y tórtolas; aves rechonchas de picos cortos que alimentan a sus pichones con una secreción llamada leche de buche
Podicipedidae;Podicipediformes;Familia;Zampullines y somormujos; aves acuáticas zambullidoras con dedos lobulados individualmente y elaborados cortejos nupciales flotantes
Phoenicopteridae; Phoenicopteriformes;Familia;Flamencos; aves zancudas rosadas de picos curvos filtradores especializados en extraer algas y crustáceos del fango
Rallidae;Ralliformes;Familia;Fochas, gallinetas y rascotes; aves de humedales de cuerpos comprimidos lateralmente adaptadas a escabullirse entre la vegetación
Apodidae;Apodiformes  ;Familia;Vencejos; aves aéreas extremas de patas diminutas que pasan casi toda su vida volando, durmiendo en el aire
Trochilidae;Apodiformes  ;Familia;Colibríes o picaflores; diminutas aves americanas de vuelo suspendido acrobático capaces de batir sus alas ochenta veces por segundo
Caprimulgidae;Caprimulgiformes ;Familia;Chotacabras o tapacaminos; aves nocturnas crípticas de bocas inmensas rodeadas de vibrisas para capturar insectos en vuelo
Steatornithidae;Caprimulgiformes ;Familia;Familia monotípica del guácharo; ave nocturna cavernícola frugívora que utiliza la ecolocalización para navegar en la oscuridad total
Cuculidae;Cuculiformes;Familia;Cucos y correcaminos; incluye especies famosas por el parasitismo de puesta, depositando sus huevos en nidos ajenos
Falconidae;Falconiformes;Familia;Halcones y caracaras; aves de presa diurnas de vuelo ultra veloz caracterizadas por picos con dientes tomiales
Accipitridae;Accipitriformes;Familia;Águilas, gavilanes, azores y buitres del Viejo Mundo; aves rapaces diurnas con fuertes garras prensiles curvadas
Pandionidae;Accipitriformes;Familia;Familia del águila pescadora; rapaz especializada con espículas en las garras (espículas) para sujetar peces resbaladizos sumergidos
Cathartidae;Accipitriformes;Familia;Buitres del Nuevo Mundo y cóndores; aves carroñeras con cabezas desnudas y agudo sentido del olfato aviar
Strigidae;Strigiformes;Familia;Búhos verdaderos; aves de presa nocturnas con discos faciales que canalizan el sonido y plumajes de vuelo silencioso
Tytonidae;Strigiformes;Familia;Lechuzas comunes; rapaces nocturnas de rostros acorazonados característicos y patas largas, eficaces cazadoras de roedores domésticos
Psitacidae;Psitaciformes;Familia;Loros, guacamayos y cotorras; aves de picos ganchudos fuertes y patas zigodáctilas inteligentes capaces de imitar el habla
Alcedinidae;Coraciformes;Familia;Martín pescadores; aves de cabezas grandes y picos rectos robustos adaptadas a lanzarse al agua para capturar peces
Momotidae;Coraciformes;Familia;Momotos o barranqueros; aves neotropicales que remueven las barbas de sus colas dejando dos raquetas terminales desnudas
Trogonidae;Trogoniformes  ;Familia;Trogones y quetzales; aves forestales de plumajes iridiscentes verdes y rojos con colas larguísimas en machos reproductores
Ramphastidae;Piciformes;Familia;Tucanes; aves arbóreas neotropicales famosas por sus picos gigantescos, coloridos y ligeros empleados para alcanzar frutos forestales
Picidae;Piciformes;Familia;Pájaros carpinteros; adaptados a taladrar madera con cráneos amortiguados, colas rígidas de apoyo y lenguas arponadas larguísimas
Acanthisittidae; Acanthisitti;Familia;Chochares de Nueva Zelanda; pequeñas aves terrestres basales que representan el linaje más antiguo de los paseriformes
Furnariidae;Tyranni;Familia;Horneros y trepatroncos; aves americanas famosas por construir nidos masivos de barro endurecido con forma de horno
Cotingidae;Tyranni;Familia;Cotingas y el gallito de las rocas; aves selváticas neotropicales con machos de colores espectaculares y cantos extravagantes
Tyrannidae;Tyranni;Familia;Atrapamoscas tiranos; la familia de aves más numerosa de América, de siringes sencillas y hábitos insectívoros
Grallariidae;Tyranni;Familia;Tororois; aves terrestres rechonchas de patas largas y colas cortas que habitan el sotobosque denso nublado andino
Hirundinidae;Passeri;Familia;Golondrinas; aves de alas largas apuntadas y cuerpos aerodinámicos especializadas en cazar insectos planeando en el aire
Mimidae;Passeri;Familia;Cenzontles y sinsontes; aves americanas célebres por su asombrosa capacidad para imitar cantos de otras aves y ruidos
Turdidae;Passeri;Familia;Zorzales y mirlos; pájaros cantores robustos de distribución mundial que se alimentan frecuentemente en el suelo de lombrices
Troglodytidae;Passeri;Familia;Chochines u rreyezuelos; pequeños pájaros muy activos de colas erectas y cantos asombrosamente potentes para su tamaño
Corvidae;Passeri;Familia;Cuervos, urracas y arrendajos; considerados los pájaros más inteligentes, capaces de resolver problemas complejos y usar herramientas
Icteridae;Passeri;Familia;Trupiales, tordos y caciques; aves americanas con picos cónicos afilados y plumajes negros combinados con amarillos vivos
Passeridae;Passeri;Familia;Gorriones del Viejo Mundo; pequeños pájaros granívoros adaptados a vivir en estrecha asociación con asentamientos humanos urbanos
